registration_no,subject_content,action_name,date_of_action,org_name,org_name2,remarks,id
CBODT/E/2019/07110  ,Name : Lata VakodePAN : AFCPV****HAssessment Year : ****-**Demand as per Tax and Computation Sheet : Rs. *****/-Assessing Officer : Income Tax Officer (Ward)-**(*)(*) MumbaiStatement of fact:Application for rectification of mistake u/s *** was filed on **.**.**** to cancel demand of Rs. *****/- and grant of refund of Rs. *****/-. Subsequently Tax and Computation Sheet was available on Income Tax E-filing web portal showing demand of Rs. *****/- wherein TDS credit of Rs. *****/- as per Form **AS and Advance Tax credit of Rs. *****/- has not been granted to the Assessee. As on **.**.**** demand status is Rs. *****/- after adjustment of refund of AY ****-** of Rs. *****/-.  Grievance filed against Income Tax Officer (Ward)-**(*)(*) Mumbai :No action has been taken to cancel demand of Rs. *****/- of AY ****-** grant of refund of Rs. *****/- for AY ****-** and grant of refund of Rs. *****/- of AY ****-** adjusted against demand of AY ****-**.,TAKEN UP WITH SUBORDINATE ORGANISATION,02-04-19,Pr Commissioner of Income Tax 33,ADDL CIT 33 2, kindly direct the concerned AO  viz. ITO **(*)(*) Mumbai to redress the grievance within the time limit of ** days and an interim report should be uploaded within * days i.e. by **.**.****.,377
CBODT/E/2019/07111  ,MY ABOVE MENTIONED PAN HAS NOT BEEN MIGRATED TO MUMBAI **.**.****. MY PREVIOUS GRIEVANCE WAS CLOSED ( CBDT/E/****/*****) WITHOUT ANY  PROPER SOLUTION . THE REPLY WAS RECEIVED ON **.**.**** STATING THAT THE PAN IS MIGRATED TO ITO **.*.* MUMBAI VIDE LETTER DATED **.**.**** BUT STILL PAN IS LYING WITH ITO  WARD * LATUR .PLEASE SEND THE ABOVE MENTIONED PAN AS SOON AS POSSIBLE . IS HAS BBEN MORE THAT THREE MONTHS SINCE FIRST GRIEVANCE BUT NO SOLUTION IS RECEIVED. PLEASE DO THE NEED FULL.,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,OFFICE OF THE JOINT CIT LATUR RANGE,WARD 3 LATUR, Kindly look into the matter and resolve the grievance at the earliest.,379
CBODT/E/2019/07112  ,Application for rectification of mistake and issuance of balance credit of TDS filed on **.**.**** still pending.,TAKEN UP WITH SUBORDINATE ORGANISATION,22-04-19,Pr. Commissioner of Income Tax Delhi-III,ADDL. CIT RANGE 9,As per AO report four cases related to Escorts group were merged with the assessee company M/s Fortis Hospital Ltd  however  deductors continued deducting TDS in the names of merged companies instead of the assessee company  resulting in non reflection of TDS deducted in **AS of the assessee company. Accordingly A.O. is unable to give credit of TDS as claimed by the petitioner. AO has initiated actions for transferring the related TDS in the assessee company. As soon as the TDS reflected in **AS of the assessee company grievance of the petitioner will be resolved. ,380
CBODT/E/2019/07113  ,I Deepak Ashok Rajguru have taken VRS from my job at ****-** and an amount of Rs.******/-has been deducted from my VRS amount.But it is not seen in my Form **AS but is visible in Form ** of that year.Kindly guide me what do i do in this case.Thank youDeepak A Rajguru,TAKEN UP WITH SUBORDINATE ORGANISATION,02-04-19,Chief Commissioner of Income Tax Mumbai TDS,Commissioner of Income Tax TDS 1 Mumbai, The grievance should be redressed within the time limit of ** days and an interim report should be uploaded within * days i.e. by **.**.****.,381
CBODT/E/2019/07114  ,Please refer to the CPGRAMS complaint  no. CBODT/E/****/*****  dated **.*.****. In spite of continuous follow up by me still I am   not received my IT refund  it is too late I request you look into the matter on highest priority.BODT/E/****/*****  dated **.*.**** is given belowI have been received demand notice for payment of Rs.***/- from CPC Bangalore for AY the ****-**. This was raised on a/c of mismatch of Form **AS which is less than Rs.****/-. Details are given below.*. Amount claimed under TAN (MUMI*****G) *****.***. Amount matched by CPC as computed under section ***(*) *****.** Amount of Mismatch ****.** The above amount (Rs.****/-) was paid by the employer (IDBI Bank Ltd.) on **/**/**** (Date of booking). This was shown in Form **AS. Cpoy is attached for your ready reference and necessary action.In view of the above I request you to look into the matter and process my return again.I also request you to clear the pendency tag from my account as no tax was required to pay from my side. As a result of mismatch of Rs.****/- my claim for refund of ****/- was withheld by the CPC. Please go through all the relevant papers/Form**AS and release refund of Rs.****/- forthwith and close the case.,TAKEN UP WITH SUBORDINATE ORGANISATION,08-04-19,RANGE3,Inciome Tax Officer, Please look in the matter and upload the report immediately after redressed the grievance.   ,383
CBODT/E/2019/07115  ,I am assessed under ITO WARD **(*)(*) MUMBAI. I have filed the returns till AY ****-****.I would like to address the following issues that i have paid Self Assessment tax for AY ****-** of RS ****/- through SBI bank and AY ****-** of RS ****/- through HDFC bank.Further the outstanding of Rs ****/- for AY ****-** and Rs  **** /- for AY ****-** is still showing in income tax portal.HoweverI do not records for the said the assessment years as it is relating to ** years back. As per my purview there should not be any outstanding demand for relevant assessment years.Kindly Also the refunds were adjusted (if any) against the same demand which is to be refunded.,TAKEN UP WITH SUBORDINATE ORGANISATION,05-04-19,ADDL CIT 17 3,Income Tax Officer 17 3 5, As per PAN the jurisdiction over the case lies with Ward-**(*)(*) Mumbai. Kindly settle the grievance within the time limit of ** days and upload an interim report within * days i.e. by **.**.****.,384
CBODT/E/2019/07116  ,This is with reference to A.Y ****-** in which my case was selected for scrutiny u/s ***(*). However no addition was made during assessment. The demand of Rs.****** was raised as effect of TDS of Rs.***** is not given. The same is reflected in my **as. I have filed letter for rectification u/s *** on **.**.****(attached) for the same. Till date no rectification order is passed. I followed many times for the status but there was no response. I can still see demand on my portal. I request you please delete the demand so it wont get adjusted if refund is generated in subsequent years. We had also filed reply online on my portal but yet no reponse.,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,Pr Commissioner of Income Tax 35,ADDL CIT 35 2, Kindly direct the ACIT-**(*)Mumbai to redress the grievance within the time limit of ** days and an Interim Report should be uploaded  by **.**.****.,385
CBODT/E/2019/07124  ,The assessee has made an online lower deduction application under section *** of the Act on the sale of Immovable Property on **.**.**** vide Traces Website.  As per Traces Website the same is pending for AO Approval and jurisdiction is International Taxation *(*)(*) New Delhi. I have mailed the jurisdictional assessing officer on **.**.**** to process the application and vide reply dated **.**.**** AO informed that he has not received any application under his charge. So i have to request to track the status of the application and process the pending application to issue the assessee a lower deduction certificate.Following documents are attached with Compliant:*. Form ** Uploaded on Traces Website*. Screenshot of the Traces Website showing current Status of the application*. Mail Conversation with the jurisdictional Assessing Officer.,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,Pr. Chief Commissioner of Income Tax (Intl. Tax),CIT INTERNATIONAL 2 DELHI, Kindly look into the matter and redress the grievance at the earliest.,393
CBODT/E/2019/07125  ,"I Shashi Kumar Thakur refer to the assessment order dated ** March **** issued under Section ***(*) of the Act for the AY ****-** wherein a refund of Rs ****** was determined however the refund cheque was unfortunately expired.Refund issuance request have been filed on * September **** ** October **** and * January ****. However the refund cheque has not been released yet.  In the above context please find below the grievance petition for the Assessment Year ****-**. I respectfully submit that the refund cheque issued to me for the said AY has expired. Thus I had requested for reissuance of refund cheque.Further I respectfully submit the following documents for your kind perusal-*.	Copy of Assessment Order under Section ***(*) of the Act*.	Submissions filed on * September **** ** October **** and * January **** and*.	NSDL refund status for the Assessment year ****-**.Kindly note that inspite of the regular follow ups the refund of Rs ****** has not been issued to me till now the same is causing undue hardship to me. Hence I request you to issue the refund due to me at the earliest to the below mentioned address-Shashi Kumar ThakurC/o Ankita GuptaIBM Ind P Ltd IA Tax TeamBlkD* *th Floor Manyata Business ParkOuter Ring Road NagawaraBangalore - ******The bank account details of the assesse is also given below:Name of the Bank: Kotak Mahindra BankBank Account No.: **************IFSC Code: KKBK*******I shall look forward for your favourable response.With Sincere regardsShashi Kumar Thakur",TAKEN UP WITH SUBORDINATE ORGANISATION,02-04-19,Central Board of Direct Taxes (Income Tax),CHIEF COMMISSIONER OF INCOME TAX BANGALORE," ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।	/	 The grievance should be redressed within the time limit of ** days. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance. ",394
CBODT/E/2019/07126  ,"In the matter of DSV Coload & Clearance Private Limited (earlier known Indair Carrier Private Limited)Income Tax Ward *(*) DelhiDear SirThe assessment u/s ***(*) of the Income Tax Act **** for AY ****-** was completed in December **** and we received the Computation Sheet & Assessment order on **th December ****. However to our surprise the actual amount of refund is shown as Demand Payable which amounts to INR ********. On inquiry with Local Income Tax office we came to know this is the issue arise because of some issue with ITBA Software. When we raised grievance online this portal we came to know that the case has been shifted to Ward *(*). We have attached the response received for earlier ticket. We have been following up for rectification of the calculation sheet with the income tax department but we have not received any positive response. Enclosing herewith following:a.	Assessment Order u/s ***(*) for AY ****-**b.	Erroneous Calculation Sheet of Taxc.	Letter Submitted to Income Tax Department. d. Response from the earlier ticket on the transfer of PAN from Ward **(*) to Ward *(*) Delhi.We request you to please look into this matter & kindly direct appropriate authority to process rectification of the calculation sheet and subsequent release of refund at the earliest.Thanking youYours Sincerely",TAKEN UP WITH SUBORDINATE ORGANISATION,03-04-19,Pr. Chief Commissioner of Income Tax Delhi-I,Pr. Commissioner of Income Tax Delhi-IV, The matter pertains to ITO Ward **(*) Delhi. Kindly direct the AO to redress the grievance within ** days time limit prescribed from the date of filing of grievance.,395
CBODT/E/2019/07127  ,THERE IS TDS CREDIT OF RS ****** IN **AS OF ****-** BUT YOU HAVE CONFIRMED U/S ***(*) RS *** ONLY AND RAISED DEMAND OF RS ****** VIDE DIN *******************C. DESPITE OF REPEATED REMINDERS REFUND HAS NOT BEEN ISSUED PLEASE CLEAR THE DEMAND AND ISSUE THE REMAINING AMOUNT AS REFUND IMMEDIATELY WITH INTEREST.,TAKEN UP WITH SUBORDINATE ORGANISATION,12-04-19,ADDL. CIT RANGE 4 1 AHMEDABAD,INCOME TAX OFFICE AHMEDABAD, THE AO IS DIRECTED TO TAKE NECESSARY ACTION AT THE EARLIEST.,396
CBODT/E/2019/07129  ,"I Rajib Banerjee refer to the assessment order dated ** February **** issued under Section ***(*) of the Act for the Assessment Year ****-** wherein a refund of Rs ****** was determined. Submissions requesting release of refund were filed ** May **** ** September **** and ** January ****. However the same has not been released to me yet.In the above context please find below the grievance petition for the Assessment Year ****-**:I respectfully submit that the refund determined in the assessment order has not been issued to me.Further I respectfully submit the following documents for your kind perusal-*.	Copy of Assessment Order under Section ***(*) of the Act*.	Submissions filed on ** May **** ** September **** and ** January **** and*.	Copy of NSDL refund status for Assessment Year ****-**Kindly note that inspite of the regular follow ups the refund of Rs ****** has not been issued to me till now the same is causing undue hardship to me. Hence I request you to issue the refund due to me at the earliest to the below mentioned address-Rajib BanerjeeC/o Ankita GuptaIBM Ind P Ltd IA Tax TeamBlkD* *th Floor Manyata Business ParkOuter Ring Road NagawaraBangalore - ******The bank account details are as under:Name of the Bank: Kotak Mahindra BankBank Account No.: **************IFSC Code: KKBK*******I shall look forward for your favourable response.With sincere regardsRajib Banerjee",TAKEN UP WITH SUBORDINATE ORGANISATION,02-04-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-08",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,399
CBODT/E/2019/07133  ,"RAJIV GOYAL          	        					C-*** Ranjit Nagar            Advocate			        					Bharatpur.    Rajasthan High Court			       				TEL ***** - ******					      				TEL **********The Director General of Income-tax (Investigation)			Dated **.**.****Aayakar Bhawan Ashram Road Ahmedabad-*** *** Sub. :	 Grievance  petition regarding money illegally retained by the Department	Ref . :    Pradeep Kumar Chaursiya  PAN  AERPC****M*.	That Pradeep Kumar Chaursiya proprietor M/s Laxmi Enterprises Gurusahaiganj Kannauj entrusted on **.**.**** a sum of Rs ** lacs to his younger brother Rajeev Kumar Chaursiya to move with the money by train to Kanpur for making payment to Jay Enterprises Kanpur from whom he had to urgently purchase goods and that on account of bank holidays for continuous * days the payment had to be made personally to the supplier.  *.	That the Railway police on finding cash in Rajeev Kumar Chaursiyas possession arrested him on **.**.**** and confiscated the entire money into its possession and informed the Income Tax Officer Kannauj and the said money has not yet been refunded to Pradeep Kumar Chaursiya.  His statement was recorded on oath by the Income tax Officer Ward-*(*)(*) Kannauj on **.**.****.  In the statement Rajeev Kumar stated that the money belonged to M/s Laxmi Enterprises Gurusahaigang Kannauj proprietor  Shri Pradeep Kumar Chaursiya.*.	That The Jt. Director of Income tax (Inv.)(OSD) Aligarh had issued summons u/s ***(*A) read with section ***(*) of IT Act **** dated **.**.**** to Pradeep Kumar Chaursiya and Rajeev Kumar Chaursiya (copy enclosed).  *.	That on compliance of the said summons both the persons had attended the office of the Jt. Director of Income and the statement on oath had been recorded.   Shri  Pradeep Kumar Chaursiya had furnished all the requisite papers as demanded by the authority including the receipt of the money of Rs ** lacs (copy enclosed) and produced books of account in which the entry of Rs ** lacs existed and time and on when he contacted the authorities he had been intimated that the case file had been transmitted to the Principal Director of Investigation Kanpur for final decision.*.	That the money has been confiscated with the concurrence of the Income Tax Department without due legal authority and there is no pending income tax demand outstanding against which the said confiscated money could be appropriated and resultantly the real principal has been ruined and his business has greatly damaged and a law abiding citizen has suffered great mental torture.*.	That the action of the IT Department is contrary to the canons of natural justice and a gross violation of the provisions of Article *** of the Constitutions of India.It is therefore prayed that your honour may kindly be pleased to take urgent steps to redress the grievance of the assessee and ameliorate his suffering in the interests of justice.    Thanking youYours truly(Rajiv Goyal)        A/R",TAKEN UP WITH SUBORDINATE ORGANISATION,11-04-19,Pr.DIT Investigation Kanpur,JDIT INV AGRA, Please examine the content of petition and take remedial action to settle the same. Also update the status on CPGRAMS portal.,403
CBODT/E/2019/07134  ,There is a refund pending for the tax year ****-** (PAN : acopc****e). Please note that my agent E&Y has been continuously following up with income tax authorities for the issuance of refund determined in the assessment order passed under Section ***(*) of the Act.  However there is no positive output in this regard. Hence I am initiating the process of filing an online grievance with the higher tax authorities to expedite the process of refund.Thanks for your kind attention to this matter.,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,Pr. Chief Commissioner of Income Tax (Intl. Tax),CIT IT AND TP, Kindly look into the matter and redress the grievance  at the earliest.,404
CBODT/E/2019/07137  ,"Dear Sir/Madam								REF :- AJAY ARVIND BASUTKARPAN :- ALSPB****KSUB :- Correction of  TDS Payment for A.Y ****-**On the instruction of my above mentioned client I have to state that my client had sold his flat to Ms Kirti Arjun in March ****. The buyer deducted TDS of  Rs. ****** /- from the payments. The buyer instead of  depositing the said amount  U/s ***IA and in Form **QB deposited U/s ***H and in ITNS *** in buyers name Only ( Ms Kirti Arjun) on on **th March **** in HDFC Bank  Limited R.G Thadani Marg Worli Branch vide challan no ***** .  Due to payment of TDS under wrong form and Section the assesse is not able to claim the TDS amount of Rs. ****** for A.Y ****-**.  After constant follow up and reminders the deductor not responding to assesses mails or telecommunication. I request you to take the necessary action and  give justice to the assesse.  By not getting the credit of ******/- the A.O in the Income Tax order for A.Y ****-** has raised a demand Rs. ******/-.Please look into this matter and reslove the issue.",TAKEN UP WITH SUBORDINATE ORGANISATION,05-04-19,Addl. Commissioner of Income Tax TDS 1.3,INCOME TAX OFFICER TDS 1.3.2, The grievance should be redressed within the time limit of ** days and an Interim Report should be uploaded within * by **.**.****.,408
CBODT/E/2019/07138  ,"Respected Sir	The return of total income for A.Y ****-**** was filed by us on **th September **** vide receipt no. ************** claiming refund of Rs.*****/.While processing return of FBT u/s ***WE demand of Rs.****/- is raised on account of surcharge on FBT which is not applicable to us as our Income is below Rs. * crore and same is adjusted by Income Tax Department against the refund claimed in income tax return.	Further assessment proceedings u/s. ***(*) for A.Y. ****-** were completed on **/**/**** wherein demand of Rs.*****/- was raised. The demand raised was immediately paid on **/**/**** despite this demand of Rs.*****/- was again adjusted with refund of A.Y.****-**.Sir we have already applied for rectification of aforesaid demand with Income Tax Department many times however no response is received till date. Also the earlier grievance filed was disposed off without issuing the refund despite of the required documents been submitted to Assessing Officer.It is requested that necessary directions may please be given to the concerned authorities and oblige.",TAKEN UP WITH SUBORDINATE ORGANISATION,05-04-19,Jt.CIT Range 2 kalyan,DCIT circle 2 kalyan, ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट सी पी जी आर एएम एस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें. FORWARDED FOR URGENT AND IMMEDIATE ACTION.,409
CBODT/E/2019/07139  ,SIR MY PAN IS ARNPT****N AND I AM FILING THIS COMPLAINT BECAUSE OF NO TDS CREDIT IS GIVEN TO MY ACCOUNT BY THE EMPLOYER FOR THE A.Y. ****-**. SIR FOR THE A.Y. ****-** FORM ** GIVEN BY ACCOUNTS OFFICER BASIC SHIKSHA  EDUCATION  UNNAO  SHOWS THE TDS DEDUCTION OF RS. ****/- .  THE TAN OF THE DEDUCTOR  IS LKNF*****G  AND PAN OF THE DEDUCTOR IS PANNOTREQD(AS GIVEN IN FORM **). BUT THE SAME TDS AMOUNT IS NOT REFLECTING IN THE **AS DETAILS OF INCOME TAX DEPARTMENT FOR THE A.Y. ****-**. BECAUSE OF NON-CREDIT OF TDS DEDUCTED BY THE EMPLOYER THE DEMAND OF RS. ****/- IS PENDING IN THE ***(*) ORDER FOR THE A.Y. ****-**. BECAUSE OF TDS IS ALREADY DEDUCTED. THERE IS NO DEMAND NEEDS TO BE PAID BY ME.  THE DEFAULT IS OF THE EMPLOYER WHO HAS DEDUCTED THE TDS BUT NOT SUBMITTED  THE TDS TO INCOME TAX DEPARTMENT. THE COPY OF FORM ** IS ENCLOSED FOR YOUR KIND PERUSAL AND NECESSARY ACTION AT YOUR END. LAST TIME I SUBMITTED MY E - NIVARAN WITH ACKNOWLEDGEMENT NO. *************** AND GRIEVANCE UID NO. *************** TO INCOME TAX DEPARTMENT.  BUT THE CONCERNED OFFICER OF INCOME TAX DEPARTMENT JUST RESOLVED THE GRIEVANCE WITHOUT DOING ANYTHING.  THIS IS CLEAR NEGLIGENCE OF WORK. SO THIS TIME I AM  FILING MY COMPLAINT THROUGH CPGRAMS. PLEASE RESOLVE THE,TAKEN UP WITH SUBORDINATE ORGANISATION,30-04-19,RANGE TDS LUCKNOW,DCITTDSL, ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।,410
CBODT/E/2019/07141  ,ToIncome Tax OfficerSubject : Change AO request was pending from last * Months (Application attached)Dear SirDue to change in Address I have updated my wife s PAN Card BESPM****K to new address. Address was changed successfully however AO was not updated accordingly. While checking with PAN Card helpline they informed us to submit an application to Income Tax Office.An Application of change AO was submitted to AO WARD **(*) Pune on **th Aug ****.On submission of application an acknowledgement no ************ was provided to me. I followed up on this request on weekly basis but no information was provided. On **th Sep **** I asked AO WARD **(*) Pune to show me status of my request.I was amazed that till **th Sep **** no request was raised and Assistant of AO raised request on system in front of me and gave me print out request raised (attached).They wasted ** Days without doing anything and give me false information.Since **th Sep **** to **st Apr **** my AO Change request is still pending.* Months have passed but I didnot get any update on my change AO request. Hence I am opening a grievance to solve this matter quickly. Kindly assist.RegardsAvinash Mahajan,TAKEN UP WITH SUBORDINATE ORGANISATION,18-04-19,CHIEF COMMISSIONER OF INCOME TAX BHOPAL,Commissioner of Income Tax JABALPUR I, Kindly look into the matter and upload the status report at the earliest.,411
CBODT/E/2019/07149  ,I am pavan ved retired commisisonr of income tax. I  had retired from the office of Principal chief commissioner of income tax Mumbai in Aug **** and My civil list code no. is *****. i was regularly receiving pension but from Feb. **** that has stopped. I have not received pension from *st March **.,TAKEN UP WITH SUBORDINATE ORGANISATION,23-04-19,PRINCIPAL CHIEF CONTROLLER OF ACCOUNTS,"Zonal Accounts Officer, MUMBAI", Kindly look into the matter and settle the grievances at the earliest.,413
CBODT/E/2019/07154  ,I HAVE BEEN ISSUED REFUND FOR THE AY-****-** AND GOT A CHEQUE WITH ERRONEOUS ACCOUNT NO. THOUGH ACCOUNT NO. MENTIONED MY ROI WAS RIGHT. I HAVE RETURNED CHEQUE TO THE REFUND BANKER **/**/**** AND THE CHEQUE WAS CANCELLED ON **/**/****. THE REFUND BANKER SAID OVER TELEPHONE THAT A REFUND REISSUE REQUEST IS REQUIRED TO BE RAISED AT EFILING  WEBSITE.  HOWEVER ON E FILING WEBSITE NO REFUND REISSUE REQUEST IS SHOWING FOR PENDING REFUND. YOU ARE REQUESTED TO INTERVENE INTO THE MATTER AND ISSUE ME THE REFUND URGENTLY.I REQUEST YOU TO PLEASE SEND MY REFUND  TO MY ACCOUNT MENTIONED IN ROI FOR AY ****-**,TAKEN UP WITH SUBORDINATE ORGANISATION,02-04-19,Central Board of Direct Taxes (Income Tax),CHIEF COMMISSIONER OF INCOME TAX KOLKATA," ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।	/	 The grievance should be redressed within the time limit of ** days. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal and an interim reply with reason for delay must be sent to the petitioner. Kindly upload the final report along with documentary evidence on redressal of grievance. ",415
CBODT/E/2019/07155  ,"To	The Income Tax Officer Ward **(*)Income Tax DepartmentBodhi Tower ***/*B Salisbury ParkGultekdi Pune ****** Maharashtra.Subject: Refund follow up for  Assessment Year ****-**Assessee Name: Ramachandran Sundararaman I PAN: BJCPS****BRespected SirThis is with reference to the Income Tax Return which I have filed online for the Assessment Year ****-** (vide Acknowledgement No *************** Dated - **/**/****) claiming a refund of Rs. ******/-.But the refund got adjusted against the demand for AY ****-** in the previous grievance the demand for AY ****-** was closed and refund for AY ****-** was also reissued on **.**.****. But i would like to highlight the fact that i have still not received any refund. Therefore i would request you to kindly reissue the refund for AY ****-** at the earliest. Kindly close the case once the refund is issued.Please note i have not received any refund till date for AY ****-**. please find the below bank details & address to issue the refund:-Bank Name:- ICICI Bank LtdAccount Number:- ************IFSC code:- ICIC*******Address:- FLAT NO *** *ND FLOOR BLUE RIDGE T** HINJEWADI pune ****** Maharashtra.Thanks & RegardsRamachandran Sundararaman**********",TAKEN UP WITH SUBORDINATE ORGANISATION,08-04-19,CIT IV Pune,ADDL. CIT RG 13 PUNE, ,416
CBODT/E/2019/07157  ,Dear SirMy name is BANAMALA HASHMI. I applied for change of my PAN details at UTIITSL Branch ISW-KOLKATA on **/**/****.My application coupon no.- U-G********* and Pan no.- AASPH****Q.I want to change/correct my father name spelling and my date of birth. For that I submit filled application form passport copy and pan copy as a supporting documents.But when I get my acknowledgement copy I saw that intentionally OR unintentionally they misspelling my father name as BORJEDRA KUMAR GOSWAMI instead of right name spelling BROJENDRA KUMAR GOSWAMI.As per my application and supporting documents my father actual name is BROJENDRA KUMAR GOSWAMI.After that as soon as possible two(*) times I visited their office to told them to correct my father name spelling otherwise PAN CARD WILL BE PRINT WITH WRONG SPELLING. But they not listening anything any word from me and returned back.So sir kindly take a complaint against that to correct my father name spelling and liberate me from harassment.Hope you understand my say and take an action as soon as possible to print my correct pan card.Thanks.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-04-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax (CO), Kolkata",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,418
CBODT/E/2019/07160  ,The assessee has filed an application u/s *** dated **/**/**** for further credit of TDS not allowed in the assessment order passed u/s ***(*) for AY ****-**. The assessee has also filed a reminder letter dated **/**/****. The rectification application however has not yet been disposed of.,TAKEN UP WITH SUBORDINATE ORGANISATION,11-04-19,CIT IV Pune,ADDL. CIT RG 13 PUNE, ,419
CBODT/E/2019/07161  ,Grievance submission is annexed together with undernoted documents:*.Copy of Order for A.Y.****-***.Letter no.*(*)/CPGRAMS/Kol/****-**/*** dt.**/**/***.Copy of order for A.Y.****-***.Copy of order for A.Y.****-***.Copy of order for A.Y.****-***.Copy of Sec ***JAA of I.T.Act*.Copy of order u/s ***/***/***(*) of I.T.Act passed for A.Y.****-** dt.**/**/**,TAKEN UP WITH SUBORDINATE ORGANISATION,03-04-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-03",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,421
