registration_no,action_srno,action_name,date_of_action,org_name,org_name2,remarks
CBODT/E/2019/13733,2,TRANSFER TO OTHER ORGANISATION,26-06-19,Central Board of Direct Taxes (Income Tax),Government of Telangana," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13740,2,TRANSFER TO OTHER ORGANISATION,03-07-19,Central Board of Direct Taxes (Income Tax),Ministry of Railways ( Railway Board)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13771,2,TRANSFER TO OTHER ORGANISATION,26-06-19,Central Board of Direct Taxes (Income Tax),Government of Punjab," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13776,2,TRANSFER TO OTHER ORGANISATION,26-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13845,2,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13850,2,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13853,2,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13854,2,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13896,2,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13954,2,TRANSFER TO OTHER ORGANISATION,28-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14057,2,TRANSFER TO OTHER ORGANISATION,01-07-19,Central Board of Direct Taxes (Income Tax),Department of Posts," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14120,2,TRANSFER TO OTHER ORGANISATION,01-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14121,2,TRANSFER TO OTHER ORGANISATION,01-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14130,2,TRANSFER TO OTHER ORGANISATION,01-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14234,2,TRANSFER TO OTHER ORGANISATION,02-07-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14300,2,TRANSFER TO OTHER ORGANISATION,03-07-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs,"यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14409,2,TRANSFER TO OTHER ORGANISATION,04-07-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14427,2,TRANSFER TO OTHER ORGANISATION,04-07-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14531,2,TRANSFER TO OTHER ORGANISATION,05-07-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14586,2,TRANSFER TO OTHER ORGANISATION,08-07-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14620,2,TRANSFER TO OTHER ORGANISATION,08-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14634,2,TRANSFER TO OTHER ORGANISATION,08-07-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14691,4,TRANSFER TO OTHER ORGANISATION,10-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division),"यह मामला सीबीडीटी के दायरे में नहीं आता है।	This matter does not come under the purview of CBDT."
CBODT/E/2019/14701,2,TRANSFER TO OTHER ORGANISATION,08-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14720,2,TRANSFER TO OTHER ORGANISATION,08-07-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14732,2,TRANSFER TO OTHER ORGANISATION,10-07-19,Central Board of Direct Taxes (Income Tax),Ministry of Railways ( Railway Board), 
CBODT/E/2019/14736,2,TRANSFER TO OTHER ORGANISATION,08-07-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/14808,2,TRANSFER TO OTHER ORGANISATION,09-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
