registration_no,subject_content,action_name,date_of_action,org_name,org_name2,remarks,id
CBODT/E/2019/09522  ,I have filed the return for A.Y. ****-** on **.**.**** and it was processed on * *.**.**** thereby raised a refund for said A.Y. i have applied in service request option for two times for raising a refund. I have corrected the ifsc code of bank account in profile section in prevalidated bank account and evc enabled. I have also sent the cheque book copy and bank account details to cpc by indian postal service. The CPC replied that refund issued is failed due to reason that your PAN Name and Bank account name is not matched   but i have checked the document that my pan name is NARAYAN SINGH and in bank account also the name is same NARAYAN SINGH. i am also attaching herewith the copy of bank passbook and pan card in pdf format in folder. Kindly resolve this issue .,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3731
CBODT/E/2019/09523  ,Non Receipt of RefundAY **** **We regret to inform you that refund for the return filed for the A.Y. **** ** has not been received till date. The said return of income was filed on **.**.**** vide acknowledgment No. *************** wherein a refund of Rs.******* has been claimed. We would like to humbly submit that we are carrying a huge debt leading to huge Finance charges. In fact it is still recovering from consistent yearly losses that is incurring over many years. Moreover owing to overall liquidity crunch in market we are in urgent need of funds and hence we pray that the said refund be processed and issued to them at the earliest. We also request CPC to process the refund at earliest.AY **** **We regret to inform you that refund for the return filed for the A.Y. **** ** has not been received till date. The said return of income was filed on **.**.**** vide acknowledgment No. *************** wherein a refund of Rs.******* has been claimed.We would like to humbly submit that we are carrying a huge debt leading to huge Finance charges. In fact it is still recovering from consistent yearly losses that is incurring over many years. Moreover owing to overall liquidity crunch in market we are in urgent need of funds and hence we pray that the said refund be processed and issued to them at the earliest. We also request CPC to process the refund at earliest.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3733
CBODT/E/2019/09524  ,WE HAD E-FILED OUR RETURN OF INCOME OF M/S. ANANT INFOMEDIA PVT LTD FOR A.Y. ****-**** VIDE ACK NO *************** DATED **.**.**** REFUND DUE WAS RS. *******.** TILL DATE WE HAVE NOT RECEIVED THE SAID REFUND.  OURS IS A SMALL SOFTWARE COMPANY HAVING TURNOVER OF RS. ********.**.  OUR WORKING CAPITAL IS BLOCKED IN TAX REFUND .  WE HAVE TO PAY GST LIABILITY OF RS. **/- LAKHS IMMEDIATELY.  SO KINDLY PROCESS THE RETURN AND RELEASE OUR REFUND WITHIN FIFTEEN DAYS.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3735
CBODT/E/2019/09525  ,I am unable to update my PAN no with my PF account which shows - Pan verfication failed. (Name against UAN does not match with the NAME in Income Tax Department).my name mentioned in all my school records PF account records and other records as MOHANRAJ.P but in PAN database it is  PANDIAN MOHANRAJ because of this i m unable to update my PAN no with PF account.Many times i tried to corrct my name but IT department says initials not allowed with name. we tamilnadu peoples always using initial with name no surname available for me.Please do needful in this issue to update my PAN with PF account.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,Employees Provident Fund Organisation (Head Office),"EPFO, Regional Office, Chennai", ,3739
CBODT/E/2019/09526  ,"To                                  								Date: **/**/****Income Tax Officer WARD *(*) (*) BANGALORESubject:      Refund adjusted against Demand of AY ****-**Reference: Demand Identification Number *******************TPAN:	       ARZPS****KDear Sir/MadamAs per mentioned in the subject my refund for AY ****-** of Rs. ****/- got adjusted against the demand for AY ****-** (attaching Form ITR V of AY ****-**) Sr.no.	MAJOR HEAD	MINOR HEAD	BSR CODE	CHALLAN NO	DATE OF DEPOSIT	Amount of adjustment*	****	***	*******	*****	**-JAN-****	****But for AY ****-** my demand was already nullified on dated **/**/**** with letter no. ITBA/ADM/S/**/****-**/**********(*). (Enclosing herewith)In original ITR V for AY ****-** I had refund of Rs. *****/- which was not received so please issue my refund. (Attaching Form ITR V of AY ****-**)So request you to please help me to issue my refund of Rs. *****/- on below bank detail:Bank Account No: **************IFSC Code              : HDFC*******MICR Code            : *********If you require any further clarification please feel free to communicate.Thank youYours TrulyMr. ANUPAM KUMAR SHARMABANGALOREAttached herewith *)	Closure order*)	Form ITR V for AY ****-***)	Form ITR V for AY ****-**",TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,PCIT BANGALORE 5,ADDITIONAL COMMISSIONER OF INCOME TAX R 5 3,  Kindly resolve the CPGRAM at the earliest.,3743
CBODT/E/2019/09527  ,SirOutstanding demand amount has been initiated for the A.Y. ****-** & ****-** due to non posting of TDS on **AS presently the same has been properly credited for that relevant years (copy attached) . So request you kindly vacate all wrong outstanding demand subsequently issue respective refund amount of Rs. ****/- (which was determined for the A.Y. ****-**) but erroneously adjusted for the A.Y. ****-**. In this connection your rapid action highly solicited.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-21",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,3745
CBODT/E/2019/09528  ,"Name of the Assessee : TV** Broadcast Limited A.Y. ****-**We refer to the order dated ** December **** passed under section ***(*) of the Income-tax Act ****  for the Assessment Year ****-** wherein a sum of ********* has been determined as refundable to assessee company. On verification of the order u/s. ***(*) of the Act dated ** December **** we have observe the following:i)	Your goodself has given credit for TDS to the extent of Rs.*********/- as against Rs.*********/- claimed by the assessee in the Revised return of income filed on **/**/**** ( copy of Ack. of return filled for A.Y. **** -** enclosed and marked as Annexure -A). The assessee submit that it is entitle to full credit of Rs.*********/- claimed by it in the return of Income. ii)	Your goodself has given Interest under section *** A of the Act  for ** month only of Rs. ******** as against Interest for the ** months ( i.e. **.**.**** to **.**.****) which is works out Interest to Rs. ********/-.iii)	Your goodself while computing the assessed Income in computation sheet inadvertently considered Income under the head Business and Profession Profit of Rs. **********/- instead of Rs. *********.After taking into account the correct calculation and according to which the assessee is entitled to a refund of Rs. *********/- as against Rs. *********/- determined refundable by you in the Computation sheet.The above mistake being apparent from the record we request you to rectify the same by passing necessary rectification order and grant the consequential refund along with interest u/s ***A of the Act.",TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,Pr. Commissioner of Income Tax 16,ADDL CIT 16 1, As per PAN database the jurisdiction over the case lies with Cir.**(*) Mumbai. The grievance should be redressed within the time limit of ** days and an Interim Report should be uploaded within * days i.e. by **-**-****.,3749
CBODT/E/2019/09529  ,Dear Sir ACIT CIRCLE **(*)ADDITIONAL COMMISSIONER RANGE **PCIT **AY ****-** PENDING APPEAL EFFECT AND REFUND OF RS ****** PLUS INTERESTVide order of CIT(A) in appeal no **/**-** dated **.*.**** for AY ****-** credit of TDS of Rs ******/- deducted in name of Mrs. Rekha Jindal (Wife of assessee) has been allowed to the assessee as the relevant income is already assessed in hands of assessee. Cop y of cit(a) order along with reminder letters have already been filed to your goodself . Some of the details of reminder letters are as follows : ASK No ***** ******* dated **/*/** to Honble PCIT ** /ASK ************ DATED **/*/** TO AO- **(*) /ASK ************ DATED **/*/** T O ACIT-CIRCLE **(*) ASK No ********** ** dated **.*.**** It is submitted that it has already been almost two years now since date of passing of order of cit(a) order but appeal effect has not been given . I therefore request you to kindly give appeal effect of the CIT(A) Order and allow the due refund to the assessee along with interest. Thanks Vijay Gopal Jindal ********** copies of reminder letter filed attached,TAKEN UP WITH SUBORDINATE ORGANISATION,10-05-19,PR. COMMISSIONER OF INCOME TAX XXIV,ACIT721, The AO is directed to  examine and take appropriate action at the earliest.,3750
CBODT/E/2019/09530  ,Dear Sir ACIT CIRCLE **(*)ADDITIONAL COMMISSIONER RANGE **PCIT **AY ****-**PAN : AALPJ ****R Assessee had filed return of income for ay ****-** claiming refund of Rs ****** on **.*.****. However even after ** years assessee has not yet received any refund. Details of reminder letters filed are given below : ASK *** ********* DATED **/*/** TO HONBLE PCIT-X XIV ASK************ DATED **/**/**** T O CIRCLE **(*) ASK ************ DT **/* */** TO WARD **(*)  ASK NO ************ dated **.*.**** (ACIT circle **(*) AS K NO ************ DATED **.*.**** (PCIT)  ASK No *************** dated **.**.**** AND Letter dated *.**.**** and **.**.**** Besides above also several reminder  letters filed. It is requested to kindly expedite release of refund. VIJAY GOPAL JINDAL **********,TAKEN UP WITH SUBORDINATE ORGANISATION,10-05-19,PR. COMMISSIONER OF INCOME TAX XXIV,ACIT721, AO is directed to examine and take appropriate action  at the earliest,3751
CBODT/E/2019/09531  ,"It is very surprising to see the manner in which CPC has closed our complaint no CBODT/E/****/***** without any resolution whatsoever. The response provided is very cryptic and totally uncalled for. The relevant order has not yet been processed at CPC and the CPC is pointing out to some old order of **** which is not at all the order for which we have lodged CP Gram complaint. The order which has been duly uploaded by the AO in the first week of April **** has to be processed by the CPC and the refund duly paid to us which is not happening despite such a vigorous follow up with all the tax authorities. We have also offered to meet the concerned officials personally at the CPC but even that has not elicited any response.Just to narrate the facts once again *)	Original assessment was completed on **th December ****.*)	Case was picked up for re-assessment. Reassessment order was passed on *th October **** which was subsequently rectified vide order dated *th February ****  with demand of Rs ***.** crores.*)	Company had filed an appeal against the reassessment order.*)	CIT(A) has decided the matter in favour of the company  due to which the demand has turned nil and refund of Rs ***.** crores has become due and payable to the company vide order giving effect dated **th March ****.*)	Order giving effect of the CIT(A) order was uploaded manually by the AO on ITBA portal in the *st week of April ****.*)	We have been tracking the status through AO and his team on regular basis and the status in the last four weeks the status on ITBA portal is continually changing from Order details shared with CPC-ITR to error in reading by CPC and vice versa. *)	On April ***** we were shocked to see that CPC had deleted the already uploaded order from the records and that too without any reasons / mail communication to the either the jurisdictional AO or to us as the assessee.*)	The AO has re uploaded the order however we have still not received the refund.You will appreciate the fact that we are tax paying and law abiding assessee. We have been diligently paying all our taxed during the year and the now when its time for us to receive the lawful refund the authorities making us run from pillar to post without fetching any reasons. This kind of callous attitude and behavior is totally unacceptable.We also state that as far as TDS is concerned we have claimed TDS credit of Rs ******* however TDS credit reflecting on **AS is ******* kindly note that we have claimed lesser tax credit as compared to form **AS. Further if there is any discrepancy in TDS credit then we are ready to forgo the same. On one side our prime minister is promoting Digital India and on the other hand his officers and team are unable to identify the problem and provide resolution and very conveniently blame it on system and technical error which is nothing but shirking their responsibility.",TAKEN UP WITH SUBORDINATE ORGANISATION,13-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3752
CBODT/E/2019/09532  ,We have made the request to AO ward **(*) Civic Center Delhi to make the request to transfer the rectification rights from CPC to AO regarding demand of assessee for FY ****-**.But Concerned AO is not replying since long.,TAKEN UP WITH SUBORDINATE ORGANISATION,22-05-19,Addl.Range43,Circle 43 1, The A.O. is hereby directed to resolve the grievance of the assessee within ** hours and report.,3753
CBODT/E/2019/09533  ,"I Atul Mulay refer to the submission filed on ** July **** and on ** March ****. Please find below the grievance petition for the Assessment Year **** **. I respectfully submit that I am entitled to refund of Rs ****** on account of foreign tax credit claimed under Section ** of the Income Tax Act **** read with Article ** of the India  Singapore Double Taxation Avoidance Agreement for the taxes paid on the doubly taxed income in Singapore.Further I respectfully submit the following documents for your kind perusal*.	Submission filed on ** July *****.	Rectification submission filed on ** March *****.	Assessment Order dated ** November *****.	Return of Income along with computation of income and taxes thereon for the previous year **** ***.	Singapore tax return for the tax year **** and *****.	Form ** *.	**AS for the previous year **** **Also inspite of the regular follow ups the refund of Rs ****** along with interest thereon has not been issued to me till now the same is causing undue hardship to me. Hence I request you to issue the refund along with the interest due thereon due to me to the below mentioned addressAtul MulayC o Ankita GuptaIBM Ind P Ltd IA Tax TeamBlkD* *th Floor Manyata Business ParkOuter Ring Road NagawaraBangalore   ******Bank account detailsBank Name Kotak Mahindra Bank Bank account number **********IFSC code KKBK*******I shall look forward for your favourable response.",TAKEN UP WITH SUBORDINATE ORGANISATION,07-05-19,ADDL CIT 35 1,DCIT 35 1, Pls submit the action taken report immediatley,3754
CBODT/E/2019/09534  ,DEAR MADAM/SIR WE WOULD LIKE TO BRING YOUR ATTENTION THAT AWE HAVE RECEIVED THE *** (*) INTIMATION ON **/**/**** BUT THE SAID REFUND IS NOT CREDIT IN OUR AC COUNT. WE ARE FACING FINANCIAL CRISES DUE TO STUCK OUR HUGE AMOUNT WITHOUT ANY REASON AND UNBEARABLE LOSS OF INTEREST . KINDLY REQUEST YOU TO DO NEEDFUL TO RELEASE OUR REFUND IMMEDIATELY. FOR YOU REFERENCE AS ATTACHED *** * INTIMATION.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3756
CBODT/E/2019/09535  ,Matter related to CIT (Exemption) Jaipur in the case of jat cheritable trust Barmer.Grant of registration u/s ** A.In this connection it is submitted that the asssessee filed application to CIT-* Jodhpur for grant of ** A in the case of said assessee. The CIT-* Jodhpur had dismissed the application on grant of **A of income tax act **** on **.**.****. After that the assessee prefered to appeal before the Honble ITAT Jodhpur and Honble ITAT Jodhpur has sat aside the appeal of the assessee vide appeal no. ITA No. ***/Ju/**** dated **.**.****. After that letter dated **.**.**** and **.**.**** has been made to the Honble CIT(Examption) jaipur but till date no grant of ** A of the Income Tax Act **** has granted. The time period for grant of ** A as per section is clearly mentioned in Section **A(*)(a). Kindly do needful and grant the **A as per Income Tax Act ****.Copy of Appeal order of Honble ITAT is enclosed.,TAKEN UP WITH SUBORDINATE ORGANISATION,17-05-19,CIT EXEMPTIONS JAIPUR,Income tax E Range Jodhpur, Pl. look into matter and redress grievance at the earliest.,3757
CBODT/E/2019/09536  ,"To 										Date: **/**/**** Income Tax Officer NONCOR WD **(*) CHE(TBM)Taxpayer Name:       DEBAJYOTI GHOSHTaxpayer Address:   CHENNAI	Taxpayer PAN:          AJZPG****GSubject:       Request for nullification of demand for AY ****-**. Reference:  Demand Identification Number: *******************T  Dear Sir/Madam As per mentioned in the subject with reference of Demand identification no. for AY ****-** it is showing Tax demand of Rs. *****/-  which is due non-consideration of my tax credit.In respect with the same I have already paid Total tax of Rs. ***** as per below TDS and Self-assessment tax modes (please refer attached Form ** for TDS and tax paid challan copy.)TDS:Sr no	TAN NUMBER	TAX DEDUCTOR	AMOUNT (RS.)*	CHEP*****B	PAYPAL INDIA PVT LTD	******	CHEC*****F	CONVANSYS PVT LTD	***** Therefore request you to please allow my full tax credit and nullify my tax demand.  Against the same demand my refund for AY ****-** amounting to Rs. ***** /- has been adjusted.Request you to process my refund of Rs *****/-Please let me know if you required any further clarification. Thank youYours TrulyMr. DEBAJYOTI GHOSHPlace: CHENNAIEnclosed herewith: *) Both Form **",TAKEN UP WITH SUBORDINATE ORGANISATION,15-05-19,PCIT BANGALORE 5,ADDITIONAL COMMISSIONER OF INCOME TAX R 5 3,  Kindly resolve the CPGRAM at the earliest.,3758
CBODT/E/2019/09537  ,The Refund for AY ****-** is already sanctioned by Assessing Officer and the same is not received yet. The Documents for granting the credits of TDS for AY ****-** has been filed with the Assessing Officer and the Demand needs to be rectified by granting the credits for the TDS deducted in AY ****-** and claimed in AY ****-** based on the cash system of accounting followed. The Assessing Officer has tried to resolve the grievance but due to non availability of the ITBA System they are unable to while initiating the application in the rectification module of ITBA for AY ****-** the following remark is highlighted: The functionality for rectification of ITR and assessment for AY ****-** is not available in ITBA as of now.  In view thereof the grievance of the assessee cannot be addressed at this stage and the grievance petition of the assessee be treated as settled.,TAKEN UP WITH SUBORDINATE ORGANISATION,17-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR,  Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3759
CBODT/E/2019/09538  ,Respected sir or MadamSubject   Compliant regarding harassing of Income tax officerI subhra Prakash das having PAN AJJPD****L hereby informing that I had applied for *** certificate on **th February **** and the concerned department (Circle *(*)) person had rejected the application after ** days without any intimation and due cause. Another application had applied on **th march **** again  the Dept. had  rejected the application without any  notice and  we are trying to know about the rejection as we are trying  to rectify it in next time so we did call number of times to Dept. They were not used to pick the call. So we visited the department for reason they are telling that  We are busy with some other works  And we visited  once again that time they are replying that  Do not disturb us and they are not revealing  the actual reason for rejection Ward*(*).FYI we had applied for *** certificate for the Assessee Named Ms. Snata Jaisingh PAN AGAPJ****K (Wife of Subhra Das) with same information and same documents.We have received the certificate on **nd March **** which we applied on **th Feb ****We were wondering if the application of Wife is accepted and issued the certificate why they have been rejecting the application of husband. Request you to kindly look into the same and address the issue.Now we withdraw both the applications and we deduct TDS at the rate of ** as per normal TDS provisions. But our concern is that if income tax department still working on **** style then we are surprising how our honorable Prime Minister Mr  Narendra Modi vision of clean and corruption free India would be achieved.No. of times we observed that income tax department works only if we give bribe else they will harass the assessee on top level.So we suggest better transparency and accountability in department work and strict action against such officer involved in this case.,TAKEN UP WITH SUBORDINATE ORGANISATION,27-05-19,CCIT TDS,CIT TDS BANGALORE, Forwarded for necessary action and report.,3760
CBODT/E/2019/09539  ,AS PER THE RECTIFICATION ORDER DATED ******** VIDE DOCUMENT NO *TBA REC * *** ****** ********** * REFUND IS ALLOWED TO RS ***** TO THE ASSESSEE SMT KAMNA BAJAJ FOR THE ASSESMENT YEAR ****** THE SAME IS NOT RECEIVED TILL DATE KINDLY ARRANGE TO ISSUE THE REFUND,TAKEN UP WITH SUBORDINATE ORGANISATION,06-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3761
CBODT/E/2019/09540  ,MAJU BINAYAK Reference my letter to Ld DCIT Circle  ** Kolkata dated **.**.** submitted on **.**.** for seeking order u/s *** of the I.T. Act for the A.Y. ****-** attached hereto for your reference.However no action has been taken by them to provide me such order so far.Therefore you are requested to kindly intervene into the matter to pass an appropriate instruction to provide me such order u/s *** of the I.T. Act for the A.Y. ****-** for my record.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-11",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,3763
CBODT/E/2019/09541  ,THE ASSESSEE HAD FILED ITR-* IN PHYSICAL FORM FOR A.Y. ****-** ON **/**/**** WITH ACIT/DCIT *(*) VIDE ACKNOWLEDGEMENT NO. ********* SHOWING NET TAXABLE INCOME AT RS. ******/- AND GROSS TAX PAYABLE WAS RS. *****/-. TDS OF RS. ****/- WAS CLAIMED IN THE SAID ITR WHICH WAS ALSO REFLECTED IN FORM **AS AND ALSO RS. *****/- WAS PAID AS SELF ASSESSMENT TAX ON **/**/**** BEFORE FILING THE ITR WHICH WAS ALSO REFLECTED IN FORM **AS. AT THE TIME OF REGULAR ASSESSMENT RS. ****/- DEMAND WAS RAISED BY THE ACIT/DCIT *(*) WHICH WAS ALSO DULY PAID BY THE ASSESSEE ON **/**/**** WHICH WAS DULY REFLECTED IN FORM **AS AND HENCE THERE WAS NO DEMAND PENDING TO BE PAID BY THE ASSESSEE FOR A.Y. ****-**. BUT AS PER INCOME TAX PORTAL THE SAID JURISDICTIONAL OFFICER HAS UPLOADED DEMAND PAYABLE BY THE SAID ASSESSEE FOR A.Y. ****-** AT RS. *****/- WHICH IS INCORRECT. KINDLY LOOK INTO THE MATTER AT THE EARLIEST AND VACATE THE DEMAND SINCE NO TAX IS PAYABLE BY THE ASSESSEE FOR A.Y. ****-** WHICH IS PENDING.FORM **AS IS ATTACHED HEREWITH.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,Pr Commissioner of Income Tax 8,ADDL CIT 8 1, As per PAN database the jurisdiction over the case lies with Cir.*(*)(*) Mumbai. The grievance should be redressed within the time limit of ** days and an Interim Report should be uploaded within * days i.e. by **-**-****,3767
CBODT/E/2019/09542  ,SHWETA BINAYAK ITPA NO. AJCPJ****E A.Y. ****-**Reference to my letter to Ld. DCIT Circle ** Kolkata dated: **.**.** submitted on **.**.** for seeking order u/s *** of the I.T. Act for the A.Y. ****-** attached hereto for your reference.However no action has been taken by Department to avails me such order for the A.Y. ****-** so far.Therefore you are requested to kindly intervene into the matter to pass an appropriate instruction to availed me such order for the A.Y. ****-** at the earliest.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-11",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,3769
CBODT/E/2019/09543  ,Sir My problem is that I have filled I.T.R A.Y. ****-** dated **/**/**** . Sir my I TR.**-** declared defective and than after filed  u/s ***(*) dated **/**/**** but not any response til day. Sir my request is my I.TR . processed earliest and my refund amount paid earliest because I needs my refund money urgently. Thanks,TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,DIRECTOR GENERAL OF INCOME TAX (SYSTEM),Commissioner of Income Tax CPC ITR, Please examine the matter and take appropriate action for the redressal of the grievance and upload the final status report at the earliest.,3771
CBODT/E/2019/09544  ,"KANISHKA JAIN TRUST ITPA NO. ADXPT****A A.Y. ****-** and ****-**Reference our letter to Ld. ITO Ward-**(*) Kolkata dated: **.**.** submitted on **.**.** for seeking refund for the A.Y. ****-** and ****-** no refund has been received by us till now. The said letter dated **.**.** attached hereto for your reference.The refund status from TIN-NSDL also showing that you being our Assessing Officer was not yet sent/uploaded our refund request for the following Assessment years so far. As per your kind information we shall make a chart here for the following Assessment Years: A.Y.	ACKNOWLADGEMENT NO.	DATE	TOTAL INCOME	AMAOUNT CLAIM FOR REFUND****-**	**********	**.**.****	*.**.***.**	*****.******-**	**********	**.**.****	*.**.***.**	*****.**Therefore we request you to kindly intervene into the matter to pass an appropriate instruction to issue us aforementioned refund including uptodate interest for the aforesaid years and avail us intimation u/s ***(*) for our said Assessment Years have been mention in the above chart at the earliest.",TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-15",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,3773
CBODT/E/2019/09545  ,"PRIYANKA JAIN ITPA NO. AEOPJ****L A.Y. ****-** ****-** ****-** ****-**Reference my letter to Ld. ITO Ward **(*) Kolkata Dated: **.**.** submitted on **.**.** for issue refund as per the below mention chart no refund has been received by us so far. Such letter dated: **.**.** attached hereto for your reference. The refund status from TIN-NSDL also showing that you being my Assessing Officer was not yet sent/uploaded my refund request for the following Assessment years so far. As per your kind information I shall make a chart here for the following Assessment Years: A.Y.	ACKNOWLADGEMENT NO.	DATE	TOTAL INCOME	AMAOUNT CLAIM FOR REFUND****-**	**********	**.**.****	******.**	*****.******-**	**********	**.**.****	******.**	*****.******-**	**********	**.**.****	*****.**	*****.******-**	**********	**.**.****	******.**	*****.**Therefore we request you to kindly intervene into the matter to pass an appropriate instruction to issue me refunds as per aforesaid chart including uptodate interest and avail me the intimation u/s ***(*) for my said four Assessment Years have been mention in the above chart at the earliest.",TAKEN UP WITH SUBORDINATE ORGANISATION,03-05-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-15",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,3775
